IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
520.0,CENTRALES ELECTRICAS DE NARIÃ‘O S.A. E.S.P.,09/18/2018,2018,3,11:50:00,52079000,NARIÃ‘O,BARBACOAS,BARBACOAS,ZONA RURAL DISPERSA,M,34,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Apertura o cierre de seccionadores,Arcod ElÃ©ctricos,reinduccion en procedimiento para trabajo seguro en redes electricas Fortalecimiento en la identificacion reporte y prevencion de actos y condiciones inseguras Sensibilizacion en autocuidado trabajo en equipo y comunicacion acertiva
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/29/2014,2018,1,13:30:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,29,C.C.,N,NO APLICA,TÃ‰CNICO SENA,11111,Mantenimiento - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Directo,SE HABLA CON EL SENOR OSCAR PETRO JEFE DE MANTENIMIENTO SOBRE DISTANCIA DE SEGURIDAD Y LAS 5 REGLAS DE ORO
2103.0,CODENSA S.A. ESP,05/18/2019,2019,2,12:07:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,99,C.E.,N,NO APLICA,OTRO,11111,,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Directo,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/18/2014,2014,2,19:00:00,13430000,BOLÃVAR,MAGANGUE,MAGANGUE,SECTOR URBANO,F,7,N.N.,N,NO APLICA,OTRO,11111,Labores de ComercializaciÃ³n,Quemaduras,Fallas de mantenimiento,Contacto Directo,Corregir conexion de retenida en poste e instalandole aislador tensor se inspeccionan otros subnormales con el fin de verificar el estado de las retenidas y corregir
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-07-09 00:00:00,2014,3,19:00:00,8296000,ATLÃNTICO,GALAPA,GALAPA,SECTOR URBANO,M,42,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de aislamiento,Contacto Indirecto,SE CAMBIA EL CABLE ALIMENTADOR Y CONECTORES DE RED TRENZADA
30111.0,CONELCA  S.A.S.  E.S.P.,01/15/2020,2019,4,09:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
3226.0,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,09/25/2010,2010,3,11:12:00,27001000,CHOCÃ“,QUIBDO,SAN FRANCISCO DE QUIBDO,SECTOR URBANO,M,31,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,Malos contactos,Contacto Directo,Se le manifestÃ¯Â¿Â¿ que ante cualquier trabajo que tenga que ver con acecamiento a la red se debe informar a la empresa para realizar lo pertinente y  prevenir cualquier suceso o  infortunio
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-03-06 00:00:00,2017,3,17:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,F,34,C.C.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,Se elimino un nivel Acomodaron Bajantes de medita tension del Trafo Se propone eliminar tramo de red prim
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2016-11-04 00:00:00,2016,3,16:00:00,13052000,BOLÃVAR,ARJONA,ARJONA,SECTOR URBANO,M,2,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de aislamiento,Contacto Indirecto,Se realizo el aislamiento de la acometida ilegal que estaba enrgizando el cable de retendida
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,08/24/2010,2010,3,19:18:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,17,T.I.,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Otra,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,36
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/27/2017,2017,4,11:30:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,F,37,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,Las medidas tomadas se detallan en el documento adjunto
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-01-11 00:00:00,2017,4,10:24:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,31,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Impericia en operaciÃ³n,Contacto Directo,evaluar el panorama de riesgo de las lineas energizadas a 13200 voltios que se encuentran cerca de la vivienda para que tomen las medidas de seguridad pertinentes
23390.0,COLENERGIA S.A.  ESP,2019-01-07 00:00:00,2019,3,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2019-09-02 00:00:00,2019,1,02:45:00,63001000,QUINDÃO,ARMENIA,ARMENIA,SECTOR URBANO,M,56,C.C.,N,NO APLICA,TÃ‰CNICO,11111,,Quemaduras,Malos contactos,Arcod ElÃ©ctricos,campanas de sensibilizacion frente a riesgo electrico
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,10/19/2015,2015,4,03:50:00,18610000,CAQUETÃ,SAN JOSE DEL FRAGUA,SAN JOSE DEL FRAGUA,SECTOR URBANO,M,30,C.C.,S,CONTRATISTA,BACHILLER TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Otra,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,se brindara capacitacion en formacion en cultura del autocuidado se socializaran nuevamente los procedimientos se hara seguimiento en el cumplimiento de seguridad y reglas de oro por parte del contratista
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/16/2015,2015,4,21:30:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,F,43,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Fallas de InstalaciÃ³n,Contacto Indirecto,CAMBIO DEL CONDUCTOR CON EL DESCARGO 431216 EN EL TRAMO BDI 11039525 Y TERMOGRAFIAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/23/2015,2015,3,16:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,F,10,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,SE REALIZO PODA DEL ARBOL FRUTAL PARA QUE LOS NINOS NO TENGAN QUE ESTAR ALCANZANDO FRUTAS CERCAS DE LAS REDES ELECTRICAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/17/2018,2018,2,14:09:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,CENTRO POBLADO,M,1,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,SE ANEXA INFOFORME
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/22/2018,2018,4,16:30:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,CENTRO POBLADO,M,33,C.C.,N,NO APLICA,TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,Capacitacion sobre Riesgo Electrico  Se coordina con Liteyca Jonathan Escudero Duran cel 3164480694 para la semana 2 de Enero 2019
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/17/2014,2018,1,08:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,33,C.C.,S,CONTRATISTA,TÃ‰CNICO SENA,1,Mantenimiento - DistribuciÃ³n,Otra,Impericia en operaciÃ³n,TensiÃ³n Contacto,Refuerzo en la formacion sobre procedimientos seguros para labores en redes energizadas de baja tensionUtilizacion de elementos de proteccion para redes baja tension
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/14/2015,2015,2,10:00:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Malos contactos,Contacto Indirecto,SE REPARA LINEA PRIMARIA EN EL SUELO CON BRIGADA TET Y SE REALIZA RAMAEJO SOBRE LA ZONA
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2013-11-09 00:00:00,2013,3,14:09:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Cortocircuito,Contacto Directo,se informo el peligro que hay con la manipulacion de varillas por balcones y terrazas
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,10/16/2013,2013,4,15:30:00,63470000,QUINDÃO,MONTENEGRO,MONTENEGRO,ZONA RURAL DISPERSA,M,16,T.I.,N,NO APLICA,BACHILLER,11111,Otro - ComercializaciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,educacion a la ciudadania referente a los riesgos de trabajar cerca de lineas de energia analisis de distancias de seguridad de la red en el sector por parte de la edeq
520.0,CENTRALES ELECTRICAS DE NARIÃ‘O S.A. E.S.P.,05/20/2012,2012,2,11:30:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,SECTOR URBANO,M,47,C.C.,S,PLANTA,TÃ‰CNICO,156,Labores de ComercializaciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,39
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,02/26/2012,2012,1,10:30:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,52,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Indirecto,Campana por radio y television  uso seguro de la electricidad
2103.0,CODENSA S.A. ESP,2019-08-08 00:00:00,2019,4,12:00:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,35,C.C.,S,CONTRATISTA,TÃ‰CNICO,4,Mantenimiento - DistribuciÃ³n,Quemaduras,Negligencia en operaciÃ³n,Arcod ElÃ©ctricos,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-01-08 00:00:00,2019,3,19:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,27,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,Fallas de InstalaciÃ³n,Contacto Directo,NO SE OBTUVO INFORMACION DEL ACCIDENTE
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-08-10 00:00:00,2018,1,18:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,10,T.I.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,Se realizo Inspeccion Tecnica antes de Normalizar la Linea LN628 Se Solicita al area de Comunicaciones de ECA que reinicie una campana Educativa sobre Riesgos Electricos y Distancias de Seguridad
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2010-07-08 00:00:00,2010,3,10:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,47,C.C.,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,CortoCircuito,9
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-06-04 00:00:00,2019,2,14:40:00,8433000,ATLÃNTICO,MALAMBO,MALAMBO,SECTOR URBANO,M,37,C.C.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Otra,Se le informo a los vecinos que al momento de hacer una poda cerca a una red electrica se debe notificar a Electricaribe
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,04/13/2015,2015,2,16:36:00,18001000,CAQUETÃ,FLORENCIA,FLORENCIA,SECTOR URBANO,M,46,C.C.,S,PLANTA,BACHILLER,162,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,realizacion de capacitaciones a personal sobre reglas de oro y concientizacion sobre trabajo seguro y riesgo electrico
2247.0,TRANSELCA S.A. E.S.P.,11/29/2012,2012,4,16:05:00,23466000,CÃ“RDOBA,MONTELIBANO,MONTELIBANO,ZONA RURAL DISPERSA,M,31,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - TransmisiÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,Divulgar panorama de factores de riesgo Instalar senalizaciones preventivas y prohibiciones Poda de vegetacion
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/20/2016,2016,4,15:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,11,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Accidentes externos,Arcod ElÃ©ctricos,Cuidado y educacion a los ninos para que no eleven cometas en lugares donde estas se puedan enredar en lineas electricasSe debe elevar cometas en campos abiertos
2103.0,CODENSA S.A. ESP,01/31/2019,2019,1,14:50:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,53,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,Otra,Arcod ElÃ©ctricos,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-01-07 00:00:00,2019,3,11:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,35,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,AREA DE COMUNICACIONES INTENSIFICA CAMPANA  INFORMATIVA SOBRE RIESGO ELECTRICO Y DISTANCIAS DE SEGURIDADAREA JURIDICA OFICIAR SOBRE ESTE CASO A CONTROL URBANO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/13/2017,2017,3,20:30:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,22,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Malos contactos,Contacto Indirecto,SE ANEXA EN EL ADJUNTO
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,08/27/2016,2016,3,13:15:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,7,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,ElectrÃ³lisis,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,Campana por radio y television  uso seguro de la electricidad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/27/2015,2015,3,10:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,1,N.N.,N,NO APLICA,TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Otra,Otra,Sugerir utilizar personal con conocimiento y elementos de seguridad a particulares
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-01-03 00:00:00,2019,1,08:00:00,23001054,CÃ“RDOBA,MONTERIA,AGUA VIVAS,ZONA RURAL DISPERSA,M,45,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de mantenimiento,Contacto Indirecto,SE REALIZA ADECUACION DEL CONECTOR AMOVIBLE CON SU ESTRIBO DEL TRANSFORMADOR A LA LINEA DE MEDIA TENSIONSE REPARA LA LINEA DE MEDIA TENSIONSE COLOCAN LAS PROTECCIONES ADECUADAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/18/2019,2019,4,06:30:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,52,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Impericia en operaciÃ³n,Contacto Directo,Se reviso sector encontrando transformador  de distribucion candidato para labores de mantenimiento por lo que se reemplaza el equipo con todas sus protecciones de media tension
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,2012-04-05 00:00:00,2012,2,17:24:00,18753000,CAQUETÃ,SAN VICENTE DEL CAGUAN,SAN VICENTE DEL CAGUAN,SECTOR URBANO,F,12,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,Indicaciones a los vecinos sobre los riesgos de trabajo en inmediaciones de redes electricas
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2018-06-08 00:00:00,2018,3,20:25:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,F,10,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Accidentes externos,Arcod ElÃ©ctricos,Se levanto la linea y empalmada nuevaente
2103.0,CODENSA S.A. ESP,03/17/2015,2015,1,13:50:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,52,C.C.,N,NO APLICA,TECNÃ“LOGO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Arcod ElÃ©ctricos,Reentrenamiento lineas desenergizadas actualizacion de procedimientos
2103.0,CODENSA S.A. ESP,2018-12-03 00:00:00,2018,1,09:05:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,47,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,39
2103.0,CODENSA S.A. ESP,2018-05-06 00:00:00,2018,2,14:50:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,28,C.C.,N,NO APLICA,OTRO,11111,,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,39
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2013-01-08 00:00:00,2013,3,06:50:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,12,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,Educiacion y socializacion frente al cuidado que hay que tener con las redes electricas
3226.0,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2014-04-09 00:00:00,2014,3,10:00:00,27787000,CHOCÃ“,TADO,TADO,ZONA RURAL DISPERSA,M,35,C.C.,N,NO APLICA,OTRO,11111,OperaciÃ³n - DistribuciÃ³n,Quemaduras,Otra,Contacto Indirecto,Se reparo la red averida por el accidente y se incentivo a los moradores sobre el riezgo o consecuencias de manipular las redes electricas
3247.0,EMPRESA MULTIPROPÃ“SITO DE CALARCÃ S.A.S. E.S.P.,05/30/2016,2016,2,19:00:00,63130000,QUINDÃO,CALARCA,CALARCA,ZONA RURAL DISPERSA,M,33,C.C.,S,PLANTA,BÃSICA PRIMARIA,15,Mantenimiento - GeneraciÃ³n,Traumatismos,Fallas de operaciÃ³n,Otra,REINDUCCION EN SEGURIDAD Y SALUD EN EL TRABAJO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/29/2013,2013,4,08:00:00,13430000,BOLÃVAR,MAGANGUE,MAGANGUE,SECTOR URBANO,F,4,OTRO,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Otra,Fallas de aislamiento,TensiÃ³n Contacto,Los afectados no presentan danos La brigada de operacion Local CX Miguel Urzola realizo la normalizacion de la retenida colocando un aislador tensor
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/29/2014,2014,3,12:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,19,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Negligencia en operaciÃ³n,Contacto Directo,En el lugar se construyo un Registro electrico uya que hubo necesidad de partir la tuberia y el cable perforado para repararlo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2016-04-09 00:00:00,2016,4,17:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,16,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,Mediante el aviso 4351100Brigadista Luis Veneras de ECA procedio a desconectar la acometida dejando la situacion fuera de peligro
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-03-10 00:00:00,2017,4,19:30:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,10,OTRO,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de InstalaciÃ³n,Contacto Directo,Se aislo el peligro normalizando la acometida reventada
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/18/2015,2015,4,12:30:00,13580000,BOLÃVAR,REGIDOR,REGIDOR,ZONA RURAL DISPERSA,M,22,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,EXIGIR A LOS ENTES MUN  QUE CUANDO CONSTRUYAN BANCA DEBAJO DE LAS LINEAS O CIRCUITOS CUMPLAN CON DISTANCIA DE SEGURIDAD EXIGIDAS POR RETIEINSTALAR POSTE DE 12M CON EL FIN DE DARLE ALTURA A LINEAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/17/2013,2013,4,09:45:00,8078000,ATLÃNTICO,BARANOA,BARANOA,SECTOR URBANO,M,38,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Cortocircuito,Contacto Directo,1 Se normaliza Servicio con acometida caja y medidor
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2012-05-01 00:00:00,2012,1,10:20:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,29,C.C.,N,NO APLICA,TECNÃ“LOGO,11111,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,Campana por radio y television  uso seguro de la electricidad
2103.0,CODENSA S.A. ESP,2019-02-06 00:00:00,2019,2,09:00:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,37,C.C.,S,CONTRATISTA,TÃ‰CNICO,89,Labores de ComercializaciÃ³n,Quemaduras,Fallas de aislamiento,Arcod ElÃ©ctricos,11
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/15/2019,2019,2,10:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,13,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Otra,Ee desconecto la linea anti tecnica de la red de Electricaribe
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,08/17/2012,2012,3,15:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,Otra,Otra,instalacion de camisas protectoras a los vientos en el sector
23390.0,COLENERGIA S.A.  ESP,2019-01-01 00:00:00,2019,1,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
1058.0,COMPAÃ‘IA ELECTRICA DE SOCHAGOTA S.A.S. E.S.P.,10/15/2011,2011,4,16:00:00,15516000,BOYACÃ,PAIPA,PAIPA,ZONA RURAL DISPERSA,M,36,C.C.,S,PLANTA,BACHILLER,184,Mantenimiento - GeneraciÃ³n,Traumatismos,DesatenciÃ³n de normas tÃ©cnicas,Equipo defectuoso,Dejar los equipos en el sitio adecuado luego de terminar la labor e inspeccionar los equipos antes de ser utilizados
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-06-05 00:00:00,2017,3,11:48:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,CENTRO POBLADO,F,1,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Otra,SE AISLA ACOMETIDA
30111.0,CONELCA  S.A.S.  E.S.P.,2017-12-04 00:00:00,2017,1,09:00:00,23001000,CÃ“RDOBA,MONTERIA,MONTERIA,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2011-05-09 00:00:00,2011,3,11:27:00,63190000,QUINDÃO,CIRCASIA,CIRCASIA,ZONA RURAL DISPERSA,M,43,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,programa de formacion de tecnicos electricistas independientes
